startup_name ;Industries;Location;Investor Name;Lead Investor ;Number of Investors;Funding Type ;Month;Day;Year
Greyscale AI;Artificial Intelligence (AI), Electronics, Machine Learning, Software;Fremont, California, United States, North America;APA Venture Partners, BCP Ventures;BCP Ventures;2;Series A;May;9;2022
RGo Robotics;Artificial Intelligence (AI), Information Technology, Machine Learning, Mobile Devices, Robotics;Cambridge, Massachusetts, United States, North America;Alumni Ventures, Converge, Flying Tiger Capital, MoreTech Ventures, StageOne Ventures;MoreTech Ventures;5;Series B;May;9;2022
Predibase;Artificial Intelligence (AI), Information Technology, Machine Learning, Software;San Francisco, California, United States, North America;Anthony Goldbloom, Ben Hamner, Factory, Greylock, Remi El-Ouazzane, Sancus Ventures, Varun Badhwar, Yi Wang, Zoubin Gharamani;"
Greylock";9;Series A;May;10;2022
Supabase;Artificial Intelligence (AI), Database, Developer Tools, Information Services, Information Technology, Software;San Francisco, California, United States, North America;Coatue, Felicis, Lee Robinson, Lightspeed Venture Partners, Scott Belsky, Square Peg Capital;Felicis;6;Series B;May;10;2022
OtterTune;Database, Information Technology, Machine Learning, Productivity Tools, SaaS;Pittsburgh, Pennsylvania, United States, North America;Accel, Intel Capital, Koa Labs, Race Capital;Intel Capital, Race Capital;4;Series A;May;10;2022
Synergies Intelligent Systems;Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Software;Cambridge, Massachusetts, United States, North America;New Future Capital, NGP Capital;NGP Capital;2;Series A;May;11;2022
Civic Eagle;B2B, SaaS, Software;Minneapolis, Minnesota, United States, North America;Backstage Capital, Colin Kaepernick, Consonance Capital Partners, Debut Capital, ff Venture Capital, Higher Ground Labs, M25, Menlo Ventures, S3 Ventures, Tech Square Ventures;S3 Ventures;10;Series A;May;11;2022
Observe;Analytics, Artificial Intelligence (AI), Business Information Systems, Data Integration, Information Technology, SaaS;San Mateo, California, United States, North America;Capital One Ventures, Madrona, Sutter Hill Ventures;Madrona;3;Series A;May;11;2022
Solidus Labs;Cryptocurrency, Financial Services, FinTech, Machine Learning, SaaS;New York, New York, United States, North America;Avon Ventures, Daniel Gorfine, Declaration Partners, Evolution Equity Partners, Hanaco Venture Capital, J. Christopher Giancarlo, Liberty City Ventures, Matthew Homer;Liberty City Ventures;8;Series B;May;12;2022
StackHawk;Developer APIs, Developer Tools, DevOps, SaaS, Security, Software;Denver, Colorado, United States, North America;"
Alumni Ventures, Costanoa Ventures, Foundry Group, Ride Home Fund, Sapphire Ventures";Costanoa Ventures, Sapphire Ventures;5;Series B;May;12;2022
Tignis;Information Services, Information Technology, Machine Learning, Software;Seattle, Washington, United States, North America;Clear Ventures, DN Capital, Harel Kodesh, Paul Maritz;DN Capital;4;Series A;May;12;2022
Akuity;Cloud Computing, Developer Tools, DevOps, Information Technology, SaaS, Software;Sunnyvale, California, United States, North America;Decibel Partners, Lead Edge Capital;Decibel Partners, Lead Edge Capital;2;Series A;may;16;2022
Claravine;Analytics, Data Integration, Enterprise Software, Marketing;"
Lehi, Utah, United States, North America";Five Elms Capital, Grayhawk Capital, Kickstart, NEXT Frontier Capital, Peninsula Ventures, Silverton Partners;Five Elms Capital;6;Series B;May;16;2022
UtilityAPI;Analytics, Asset Management, B2B, Developer APIs, Energy Efficiency, Energy Management, Energy Storage, Information Technology, Software, Solar;Oakland, California, United States, North America;Aligned Climate Capital, Zoma Capital;Aligned Climate Capital;2;Series A ;may;17;2022
Pangea;Artificial Intelligence (AI), Cloud Infrastructure, Cyber Security, Developer APIs;Palo Alto, California, United States, North America;Ballistic Ventures, Dan Plastina, George Kurtz, Godfrey Sullivan, SAV (Scale Asia Ventures), SYN Ventures;Ballistic Ventures;6;Series A;May;17;2022
Luciq;Analytics, Application Performance Management, Artificial Intelligence (AI), Developer Tools, Enterprise Software, iOS, Mobile Apps, Predictive Analytics, SaaS, Software;San Francisco, California, United States, North America;Accel, Bossa Invest, Endeavor Catalyst, Forgepoint Capital, Insight Partners;Insight Partners;5;Series A;May;17;2022
Credo AI;Artificial Intelligence (AI), Machine Learning, SaaS;Los Altos, California, United States, North America;AI Fund, Decibel Partners, Sands Capital Ventures;Sands Capital Ventures;3;Series A;May;17;2022
Tractian;Artificial Intelligence (AI), B2B, Hardware, Internet of Things, Machine Learning, Manufacturing, SaaS, Software;Atlanta, Georgia, United States, North America;Anna-Katrina Shedletsky, MONASHEES, N47, Y Combinator;N47;4;Series A;May;17;2022
Code Ocean;Information Services, Information Technology, Open Source;New York, New York, United States, North America;Battery Ventures, M12 - Microsoft's Venture Fund;Battery Ventures, M12 - Microsoft's Venture Fund;2;Series B;may;18;2022
UrbanFootprint;Analytics, Business Intelligence, Data Integration, Data Visualization, Finance, GovTech, Location Based Services, SaaS, Smart Cities;Berkeley, California, United States, North America;2150, Assured Guaranty, Citi, Dcode Capital, noa, Radicle Impact, Social Capital, Valo Ventures;Citi, Social Capital;8;Series B;May;18;2022
N3TWORK;Analytics, Blockchain, Casual Games, Developer Platform, Gamification, Gaming, Mobile Apps, Publishing, Software, Video Games;San Francisco, California, United States, North America;Floodgate, Galaxy Interactive, Griffin Gaming Partners, Kip, Kleiner Perkins, LLL Capital, N3TWORK;Griffin Gaming Partners;7;Series A;May;18;2022
HumanSignal;Artificial Intelligence (AI), Data Collection and Labeling, Machine Learning, Open Source, Software;San Francisco, California, United States, North America;Bow Capital, Gleb Mezhanskiy, Redpoint, Swift Ventures, Unusual Ventures;Redpoint;5;Series A;May;18;2022
HowGood;Consumer Goods, Database, Green Consumer Goods, Organic Food, Product Research, SaaS, Sustainability;Stone Ridge, New York, United States, North America;Contour Venture Partners, FirstMark, Titan Grove;Titan Grove;3;Series B;May;18;2022
Everstream Analytics;Analytics, Artificial Intelligence (AI), Logistics, Machine Learning, Procurement, Productivity Tools, Risk Management, Supply Chain Management;San Marcos, California, United States, North America;Columbia Capital, DHL, Morgan Stanley Investment Management, StepStone Group;Morgan Stanley Investment Management;4;Series A;May;18;2022
Enertiv;Analytics, Commercial Real Estate, Internet of Things, PropTech, Real Estate, SaaS, Software;New York, New York, United States, North America;Commonweal Ventures, GroundBreak Ventures;Commonweal Ventures, GroundBreak Ventures;2;Series B;may;19;2022
AssetWatch;Big Data, Industrial Automation, Internet of Things, Machine Learning, Predictive Analytics;Westerville, Ohio, United States, North America;G2 Venture Partners, Triangle Peak Partners;G2 Venture Partners;2;Series A;May;20;2022
LaunchNotes;Collaboration, Developer Tools, Software;Walnut, California, United States, North America;Akash Garg, Atlassian Ventures, Bull City Venture Partners, Cowboy Ventures, Daniel Liem, Essence VC, Insight Partners, Jay Simons, Laura Spiekerman, Leighanne Levensaler, Nick Mehta, Paul Slade, Sean Regan, Sri Viswanath, Stella Garber, Steve Elliott, The New Normal Fund, Viral Bajaria;Insight Partners;18;Series A;May;20;2022
Amaryllis;FinTech, PaaS, Payments, Software;West Palm Beach, Florida, United States, North America;FINTOP Capital, JAM FINTOP;FINTOP Capital, JAM FINTOP;2;Series B ;may;23;2022
Galley Solutions;Enterprise Resource Planning (ERP), Food and Beverage, Food Processing, Information Technology, SaaS, Software;San Diego, California, United States, North America;Astanor Ventures, Zetta Venture Partners;Astanor Ventures;2;Series A;May;23;2022
equipifi;Finance, Financial Services, FinTech, Mobile Payments, SaaS, Software;Scottsdale, Arizona, United States, North America;Curql, New Stack Ventures, PHX Ventures;Curql, PHX Ventures;3;Series A;May;23;2022
Rivery.io;Analytics, Big Data, Cloud Data Services, Data Integration, Data Visualization, Enterprise Software, SaaS;New York, New York, United States, North America;Entrée Capital, State of Mind Ventures, Tiger Global Management;Tiger Global Management;3;Series B;May;23;2022
PayEngine;FinTech, Payments, SaaS, Software;Los Angeles, California, United States, North America;BAM Ventures, K5 Global, Mucker Capital, Point72 Ventures;Point72 Ventures;4;Series A;May;23;2022
Upflex;Enterprise Software, Human Resources, Information Technology, Internet, Real Estate, SaaS, Software;New York, New York, United States, North America;Astel Ventures, Bossa Invest, Coelius Capital, Cushman & Wakefield, Ecosystem Integrity Fund, GPO Fund, Industry Ventures, Inertia Ventures, Newmark, Perennial Partners, Silicon Valley Bank, Wealthing VC Club, WeWork;Ecosystem Integrity Fund, WeWork;13;Series A;May;24;2022
Bold Metrics;Artificial Intelligence (AI), Enterprise Applications, Enterprise Software, Machine Learning, SaaS;San Francisco, California, United States, North America;Bessemer Venture Partners, Lytical Ventures, ValueStream Ventures;Bessemer Venture Partners;3;Series A;May;26;2022
Manta;Business Intelligence, Data Visualization, Information Technology;New York, New York, United States, North America;Bessemer Venture Partners, Credo Ventures, Dan Fougere, EBRD Venture Capital, Eduard Kucera, Forestay Capital, SAP.iO, Senovo;Forestay Capital;8;Series B;May;26;2022
Learnable, Inc.;Artificial Intelligence (AI), Education, Insurance, Machine Learning, Retail Technology;Boston, Massachusetts, United States, North America;Huaqiang Chuangtou, Jian Chu, Jiuzhao Capital, Yong Yu, Z&Y Capital, Zhuoyuan Capital;_;6;Series A;May;27;2022
Vendia;Artificial Intelligence (AI), Blockchain, Cloud Infrastructure, Data Governance, Data Integration, Data Management, Generative AI, PaaS, SaaS, Software;San Francisco, California, United States, North America;Aspenwood Ventures, BMW i Ventures, Canvas Prime, Lux Capital, Neotribe Ventures, NewView Capital, Neythri Futures Fund, Operator Partners, Sorenson Capital;NewView Capital;9;Series B;May;30;2022
Regrello;Enterprise Software, Information Technology, Internet, Machine Learning, Management Information Systems, Project Management, Software, Supply Chain Management;San Francisco, California, United States, North America;Andreessen Horowitz, Dell Technologies Capital, Position Ventures, Tiger Global Management;Tiger Global Management;4;Series A;May;30;2022
Bobsled, Inc.;Big Data, Cloud Data Services, SaaS;Los Angeles, California, United States, North America;Greycroft, Madrona;Greycroft, Madrona;2;Series A;may;31;2022
Railway;Developer Tools, Information Technology, Software;San Francisco, California, United States, North America;David Mytton, Guillermo Rauch, Nicholas Donahue, Redpoint, Tom Preston-Werner;Redpoint;5;Series A;May;31;2022
Transect;Environmental Consulting, Natural Resources, SaaS;San Antonio, Texas, United States, North America;Bentley iTwin Ventures, Blue Bear Capital;—;2;Series A;Jun;1;2022
WorkOS;Developer APIs, Developer Tools, Information Technology, Operating Systems;San Francisco, California, United States, North America;Abstract, Ballistic Ventures, Christian Reber, Gokul Rajaram, Greenoaks, Guillermo Rauch, Jack Altman, Lachy Groom, Lightspeed Venture Partners, Mathilde Collin, Michael Ovitz, Shreyas Doshi;Greenoaks;12;Series B;Jun;1;2022
Cove;Real Estate, SaaS, Software;Washington, District of Columbia, United States, North America;Blackstone Innovations Investments, Kastle, Second Century Ventures;Blackstone Innovations Investments;3;Series A;Jun;1;2022
Sanlo;Apps, Big Data, Finance, Financial Services, Gaming, SaaS;San Francisco, California, United States, North America;Dillon Hattab, FIN Capital, GFR Fund, Index Ventures, Initial Capital, Konvoy, LVP, Portage Ventures, XYZ Venture Capital;Konvoy;9;Series A;Jun;2;2022
Massive Bio;Artificial Intelligence (AI), Big Data, Biotechnology, Health Care, Machine Learning, Medical, Natural Language Processing, Oncology, Pharmaceutical, Therapeutics;New York, New York, United States, North America;Charles and Lynn Schusterman Family Philanthropies, IFC Asset Management Company, ImpactAssets, Kenan Turnacioglu, KFW DEG, Revo Capital, SiteGround, THE CATALYTIC IMPACT FOUNDATION (CIF);Kenan Turnacioglu, Revo Capital;8;Series B;Jun;2;2022
Chainguard;Cloud Security, Developer Tools, Enterprise Software, Open Source, Security;Kirkland, Washington, United States, North America;Amplify Partners, Banana Capital, Jim Higgins, K5 Global, LiveOak Ventures, MANTIS Venture Capital, Sequoia Capital, Tom Killalea;Sequoia Capital;8;Series A;Jun;2;2022
Gigasheet;Analytics, Big Data, SaaS, Software;Leesburg, Virginia, United States, North America;Accomplice, Argon Ventures, Dmitri Alperovitch, Founder Collective, Koa Labs, REV, Rich Miner;_;7;Series A;Jun;2;2022
LatchBio;Artificial Intelligence (AI), Bioinformatics, Biopharma, Biotechnology, Machine Learning;San Francisco, California, United States, North America;Caffeinated Capital, Coatue, Fifty Years, Haystack, Hummingbird Ventures, Lux Capital;Coatue, Lux Capital;6;Series A;Jun;2;2022
LIBLAB;Developer APIs, Information Technology, Software;Austin, Texas, United States, North America;Insight Partners, Rainfall Ventures, StepStone Group, Zeev Ventures;Insight Partners;4;Series A;Jun;2;2022
Reco;Artificial Intelligence (AI), Cyber Security, Generative AI, SaaS;Altamonte Springs, Florida, United States, North America;Angular Ventures, boldstart ventures, Crew Capital, cyber club london, Insight Partners, Jibe Ventures, Plug and Play, Zeev Ventures;Insight Partners, Zeev Ventures;8;Series A;Jun;3;2022
Trovata;Enterprise Software, Financial Services, FinTech, Software;San Diego, California, United States, North America;Capital One Ventures, FIN Capital, JP Morgan Chase, NAB Ventures, Pivot Investment Partners, Wells Fargo Strategic Capital;FIN Capital;6;Series B;Jun;6;2022
